10.5501;16.3074;9C:1C:12:C1:5A:C2;48/;eduroam
10.5501;16.3074;9C:1C:12:C1:5A:C3;48/;lrz
10.5501;16.3074;E8:39:35:F5:FC:74;58/;eduroam
10.4052;15.8987;58:6D:8F:02:B7:DC;68/;<hidden>
10.4052;15.8987;00:0F:61:54:5F:60;46/;lrz
10.4052;15.8987;00:0F:61:53:E6:B0;76/;lrz
10.4052;15.8987;00:0F:61:53:E6:B2;76/;eduroam
10.4052;15.8987;00:0F:61:53:E6:B3;76/;ap01-3b5
10.4052;15.8987;00:0F:61:53:E6:B4;76/;lsr
10.4052;15.8987;00:0F:61:53:E6:B5;76/;mwn-events
10.4052;15.8987;00:0F:61:54:5F:64;56/;ap02-2b5
10.4052;15.8987;00:03:52:5B:8C:A0;84/;lrz
10.4052;15.8987;00:03:52:5B:8C:A2;92/;eduroam
10.4052;15.8987;00:03:52:5B:8C:A4;88/;ap02-3b5
10.4052;15.8987;00:03:52:5B:8C:A5;88/;mwn-events
10.4052;15.8987;E8:39:35:F5:AC:F0;84/;lrz
10.4052;15.8987;E8:39:35:F5:AC:F2;76/;eduroam
10.4052;15.8987;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.4052;15.8987;E8:39:35:F5:AC:F5;84/;mwn-events
10.4052;15.8987;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.4052;15.8987;9C:1C:12:C1:5A:C2;48/;eduroam
10.4052;15.8987;9C:1C:12:C1:5A:C3;48/;lrz
10.4052;15.8987;E8:39:35:F5:FC:74;58/;eduroam
10.229;15.5045;58:6D:8F:02:B7:DC;68/;<hidden>
10.229;15.5045;00:0F:61:54:5F:60;46/;lrz
10.229;15.5045;00:0F:61:53:E6:B0;76/;lrz
10.229;15.5045;00:0F:61:53:E6:B2;76/;eduroam
10.229;15.5045;00:0F:61:53:E6:B3;76/;ap01-3b5
10.229;15.5045;00:0F:61:53:E6:B4;76/;lsr
10.229;15.5045;00:0F:61:53:E6:B5;76/;mwn-events
10.229;15.5045;00:0F:61:54:5F:64;56/;ap02-2b5
10.229;15.5045;00:03:52:5B:8C:A0;84/;lrz
10.229;15.5045;00:03:52:5B:8C:A2;92/;eduroam
10.229;15.5045;00:03:52:5B:8C:A4;88/;ap02-3b5
10.229;15.5045;00:03:52:5B:8C:A5;88/;mwn-events
10.229;15.5045;E8:39:35:F5:AC:F0;84/;lrz
10.229;15.5045;E8:39:35:F5:AC:F2;76/;eduroam
10.229;15.5045;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.229;15.5045;E8:39:35:F5:AC:F5;84/;mwn-events
10.229;15.5045;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.229;15.5045;9C:1C:12:C1:5A:C2;48/;eduroam
10.229;15.5045;9C:1C:12:C1:5A:C3;48/;lrz
10.229;15.5045;E8:39:35:F5:FC:74;58/;eduroam
10.1076;15.0773;58:6D:8F:02:B7:DC;68/;<hidden>
10.1076;15.0773;00:0F:61:54:5F:60;46/;lrz
10.1076;15.0773;00:0F:61:53:E6:B0;76/;lrz
10.1076;15.0773;00:0F:61:53:E6:B2;76/;eduroam
10.1076;15.0773;00:0F:61:53:E6:B3;76/;ap01-3b5
10.1076;15.0773;00:0F:61:53:E6:B4;76/;lsr
10.1076;15.0773;00:0F:61:53:E6:B5;76/;mwn-events
10.1076;15.0773;00:0F:61:54:5F:64;56/;ap02-2b5
10.1076;15.0773;00:03:52:5B:8C:A0;84/;lrz
10.1076;15.0773;00:03:52:5B:8C:A2;92/;eduroam
10.1076;15.0773;00:03:52:5B:8C:A4;88/;ap02-3b5
10.1076;15.0773;00:03:52:5B:8C:A5;88/;mwn-events
10.1076;15.0773;E8:39:35:F5:AC:F0;84/;lrz
10.1076;15.0773;E8:39:35:F5:AC:F2;76/;eduroam
10.1076;15.0773;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.1076;15.0773;E8:39:35:F5:AC:F5;84/;mwn-events
10.1076;15.0773;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.1076;15.0773;9C:1C:12:C1:5A:C2;48/;eduroam
10.1076;15.0773;9C:1C:12:C1:5A:C3;48/;lrz
10.1076;15.0773;E8:39:35:F5:FC:74;58/;eduroam
10.1434;14.5391;58:6D:8F:02:B7:DC;68/;<hidden>
10.1434;14.5391;00:0F:61:54:5F:60;46/;lrz
10.1434;14.5391;00:0F:61:53:E6:B0;76/;lrz
10.1434;14.5391;00:0F:61:53:E6:B2;76/;eduroam
10.1434;14.5391;00:0F:61:53:E6:B3;76/;ap01-3b5
10.1434;14.5391;00:0F:61:53:E6:B4;76/;lsr
10.1434;14.5391;00:0F:61:53:E6:B5;76/;mwn-events
10.1434;14.5391;00:0F:61:54:5F:64;56/;ap02-2b5
10.1434;14.5391;00:03:52:5B:8C:A0;84/;lrz
10.1434;14.5391;00:03:52:5B:8C:A2;92/;eduroam
10.1434;14.5391;00:03:52:5B:8C:A4;88/;ap02-3b5
10.1434;14.5391;00:03:52:5B:8C:A5;88/;mwn-events
10.1434;14.5391;E8:39:35:F5:AC:F0;84/;lrz
10.1434;14.5391;E8:39:35:F5:AC:F2;76/;eduroam
10.1434;14.5391;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.1434;14.5391;E8:39:35:F5:AC:F5;84/;mwn-events
10.1434;14.5391;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.1434;14.5391;9C:1C:12:C1:5A:C2;48/;eduroam
10.1434;14.5391;9C:1C:12:C1:5A:C3;48/;lrz
10.1434;14.5391;E8:39:35:F5:FC:74;58/;eduroam
10.2224;14.079;58:6D:8F:02:B7:DC;68/;<hidden>
10.2224;14.079;00:0F:61:54:5F:60;46/;lrz
10.2224;14.079;00:0F:61:53:E6:B0;76/;lrz
10.2224;14.079;00:0F:61:53:E6:B2;76/;eduroam
10.2224;14.079;00:0F:61:53:E6:B3;76/;ap01-3b5
10.2224;14.079;00:0F:61:53:E6:B4;76/;lsr
10.2224;14.079;00:0F:61:53:E6:B5;76/;mwn-events
10.2224;14.079;00:0F:61:54:5F:64;56/;ap02-2b5
10.2224;14.079;00:03:52:5B:8C:A0;84/;lrz
10.2224;14.079;00:03:52:5B:8C:A2;92/;eduroam
10.2224;14.079;00:03:52:5B:8C:A4;88/;ap02-3b5
10.2224;14.079;00:03:52:5B:8C:A5;88/;mwn-events
10.2224;14.079;E8:39:35:F5:AC:F0;84/;lrz
10.2224;14.079;E8:39:35:F5:AC:F2;76/;eduroam
10.2224;14.079;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.2224;14.079;E8:39:35:F5:AC:F5;84/;mwn-events
10.2224;14.079;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.2224;14.079;9C:1C:12:C1:5A:C2;48/;eduroam
10.2224;14.079;9C:1C:12:C1:5A:C3;48/;lrz
10.2224;14.079;E8:39:35:F5:FC:74;58/;eduroam
10.3286;13.6276;58:6D:8F:02:B7:DC;68/;<hidden>
10.3286;13.6276;00:0F:61:54:5F:60;46/;lrz
10.3286;13.6276;00:0F:61:53:E6:B0;76/;lrz
10.3286;13.6276;00:0F:61:53:E6:B2;76/;eduroam
10.3286;13.6276;00:0F:61:53:E6:B3;76/;ap01-3b5
10.3286;13.6276;00:0F:61:53:E6:B4;76/;lsr
10.3286;13.6276;00:0F:61:53:E6:B5;76/;mwn-events
10.3286;13.6276;00:0F:61:54:5F:64;56/;ap02-2b5
10.3286;13.6276;00:03:52:5B:8C:A0;84/;lrz
10.3286;13.6276;00:03:52:5B:8C:A2;92/;eduroam
10.3286;13.6276;00:03:52:5B:8C:A4;88/;ap02-3b5
10.3286;13.6276;00:03:52:5B:8C:A5;88/;mwn-events
10.3286;13.6276;E8:39:35:F5:AC:F0;84/;lrz
10.3286;13.6276;E8:39:35:F5:AC:F2;76/;eduroam
10.3286;13.6276;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.3286;13.6276;E8:39:35:F5:AC:F5;84/;mwn-events
10.3286;13.6276;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.3286;13.6276;9C:1C:12:C1:5A:C2;48/;eduroam
10.3286;13.6276;9C:1C:12:C1:5A:C3;48/;lrz
10.3286;13.6276;E8:39:35:F5:FC:74;58/;eduroam
10.3936;13.1465;58:6D:8F:02:B7:DC;68/;<hidden>
10.3936;13.1465;00:0F:61:54:5F:60;46/;lrz
10.3936;13.1465;00:0F:61:53:E6:B0;76/;lrz
10.3936;13.1465;00:0F:61:53:E6:B2;76/;eduroam
10.3936;13.1465;00:0F:61:53:E6:B3;76/;ap01-3b5
10.3936;13.1465;00:0F:61:53:E6:B4;76/;lsr
10.3936;13.1465;00:0F:61:53:E6:B5;76/;mwn-events
10.3936;13.1465;00:0F:61:54:5F:64;56/;ap02-2b5
10.3936;13.1465;00:03:52:5B:8C:A0;84/;lrz
10.3936;13.1465;00:03:52:5B:8C:A2;92/;eduroam
10.3936;13.1465;00:03:52:5B:8C:A4;88/;ap02-3b5
10.3936;13.1465;00:03:52:5B:8C:A5;88/;mwn-events
10.3936;13.1465;E8:39:35:F5:AC:F0;84/;lrz
10.3936;13.1465;E8:39:35:F5:AC:F2;76/;eduroam
10.3936;13.1465;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.3936;13.1465;E8:39:35:F5:AC:F5;84/;mwn-events
10.3936;13.1465;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.3936;13.1465;9C:1C:12:C1:5A:C2;48/;eduroam
10.3936;13.1465;9C:1C:12:C1:5A:C3;48/;lrz
10.3936;13.1465;E8:39:35:F5:FC:74;58/;eduroam
10.3469;12.6511;58:6D:8F:02:B7:DC;68/;<hidden>
10.3469;12.6511;00:0F:61:54:5F:60;46/;lrz
10.3469;12.6511;00:0F:61:53:E6:B0;76/;lrz
10.3469;12.6511;00:0F:61:53:E6:B2;76/;eduroam
10.3469;12.6511;00:0F:61:53:E6:B3;76/;ap01-3b5
10.3469;12.6511;00:0F:61:53:E6:B4;76/;lsr
10.3469;12.6511;00:0F:61:53:E6:B5;76/;mwn-events
10.3469;12.6511;00:0F:61:54:5F:64;56/;ap02-2b5
10.3469;12.6511;00:03:52:5B:8C:A0;84/;lrz
10.3469;12.6511;00:03:52:5B:8C:A2;92/;eduroam
10.3469;12.6511;00:03:52:5B:8C:A4;88/;ap02-3b5
10.3469;12.6511;00:03:52:5B:8C:A5;88/;mwn-events
10.3469;12.6511;E8:39:35:F5:AC:F0;84/;lrz
10.3469;12.6511;E8:39:35:F5:AC:F2;76/;eduroam
10.3469;12.6511;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.3469;12.6511;E8:39:35:F5:AC:F5;84/;mwn-events
10.3469;12.6511;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.3469;12.6511;9C:1C:12:C1:5A:C2;48/;eduroam
10.3469;12.6511;9C:1C:12:C1:5A:C3;48/;lrz
10.3469;12.6511;E8:39:35:F5:FC:74;58/;eduroam
10.2802;12.1926;58:6D:8F:02:B7:DC;68/;<hidden>
10.2802;12.1926;00:0F:61:54:5F:60;46/;lrz
10.2802;12.1926;00:0F:61:53:E6:B0;76/;lrz
10.2802;12.1926;00:0F:61:53:E6:B2;76/;eduroam
10.2802;12.1926;00:0F:61:53:E6:B3;76/;ap01-3b5
10.2802;12.1926;00:0F:61:53:E6:B4;76/;lsr
10.2802;12.1926;00:0F:61:53:E6:B5;76/;mwn-events
10.2802;12.1926;00:0F:61:54:5F:64;56/;ap02-2b5
10.2802;12.1926;00:03:52:5B:8C:A0;84/;lrz
10.2802;12.1926;00:03:52:5B:8C:A2;92/;eduroam
10.2802;12.1926;00:03:52:5B:8C:A4;88/;ap02-3b5
10.2802;12.1926;00:03:52:5B:8C:A5;88/;mwn-events
10.2802;12.1926;E8:39:35:F5:AC:F0;84/;lrz
10.2802;12.1926;E8:39:35:F5:AC:F2;76/;eduroam
10.2802;12.1926;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.2802;12.1926;E8:39:35:F5:AC:F5;84/;mwn-events
10.2802;12.1926;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.2802;12.1926;9C:1C:12:C1:5A:C2;48/;eduroam
10.2802;12.1926;9C:1C:12:C1:5A:C3;48/;lrz
10.2802;12.1926;E8:39:35:F5:FC:74;58/;eduroam
10.2449;11.7131;58:6D:8F:02:B7:DC;68/;<hidden>
10.2449;11.7131;00:0F:61:54:5F:60;46/;lrz
10.2449;11.7131;00:0F:61:53:E6:B0;76/;lrz
10.2449;11.7131;00:0F:61:53:E6:B2;76/;eduroam
10.2449;11.7131;00:0F:61:53:E6:B3;76/;ap01-3b5
10.2449;11.7131;00:0F:61:53:E6:B4;76/;lsr
10.2449;11.7131;00:0F:61:53:E6:B5;76/;mwn-events
10.2449;11.7131;00:0F:61:54:5F:64;56/;ap02-2b5
10.2449;11.7131;00:03:52:5B:8C:A0;84/;lrz
10.2449;11.7131;00:03:52:5B:8C:A2;92/;eduroam
10.2449;11.7131;00:03:52:5B:8C:A4;88/;ap02-3b5
10.2449;11.7131;00:03:52:5B:8C:A5;88/;mwn-events
10.2449;11.7131;E8:39:35:F5:AC:F0;84/;lrz
10.2449;11.7131;E8:39:35:F5:AC:F2;76/;eduroam
10.2449;11.7131;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.2449;11.7131;E8:39:35:F5:AC:F5;84/;mwn-events
10.2449;11.7131;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.2449;11.7131;9C:1C:12:C1:5A:C2;48/;eduroam
10.2449;11.7131;9C:1C:12:C1:5A:C3;48/;lrz
10.2449;11.7131;E8:39:35:F5:FC:74;58/;eduroam
10.2214;11.2061;58:6D:8F:02:B7:DC;68/;<hidden>
10.2214;11.2061;00:0F:61:54:5F:60;46/;lrz
10.2214;11.2061;00:0F:61:53:E6:B0;76/;lrz
10.2214;11.2061;00:0F:61:53:E6:B2;76/;eduroam
10.2214;11.2061;00:0F:61:53:E6:B3;76/;ap01-3b5
10.2214;11.2061;00:0F:61:53:E6:B4;76/;lsr
10.2214;11.2061;00:0F:61:53:E6:B5;76/;mwn-events
10.2214;11.2061;00:0F:61:54:5F:64;56/;ap02-2b5
10.2214;11.2061;00:03:52:5B:8C:A0;84/;lrz
10.2214;11.2061;00:03:52:5B:8C:A2;92/;eduroam
10.2214;11.2061;00:03:52:5B:8C:A4;88/;ap02-3b5
10.2214;11.2061;00:03:52:5B:8C:A5;88/;mwn-events
10.2214;11.2061;E8:39:35:F5:AC:F0;84/;lrz
10.2214;11.2061;E8:39:35:F5:AC:F2;76/;eduroam
10.2214;11.2061;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.2214;11.2061;E8:39:35:F5:AC:F5;84/;mwn-events
10.2214;11.2061;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.2214;11.2061;9C:1C:12:C1:5A:C2;48/;eduroam
10.2214;11.2061;9C:1C:12:C1:5A:C3;48/;lrz
10.2214;11.2061;E8:39:35:F5:FC:74;58/;eduroam
10.202;10.6621;58:6D:8F:02:B7:DC;68/;<hidden>
10.202;10.6621;00:0F:61:54:5F:60;46/;lrz
10.202;10.6621;00:0F:61:53:E6:B0;76/;lrz
10.202;10.6621;00:0F:61:53:E6:B2;76/;eduroam
10.202;10.6621;00:0F:61:53:E6:B3;76/;ap01-3b5
10.202;10.6621;00:0F:61:53:E6:B4;76/;lsr
10.202;10.6621;00:0F:61:53:E6:B5;76/;mwn-events
10.202;10.6621;00:0F:61:54:5F:64;56/;ap02-2b5
10.202;10.6621;00:03:52:5B:8C:A0;84/;lrz
10.202;10.6621;00:03:52:5B:8C:A2;92/;eduroam
10.202;10.6621;00:03:52:5B:8C:A4;88/;ap02-3b5
10.202;10.6621;00:03:52:5B:8C:A5;88/;mwn-events
10.202;10.6621;E8:39:35:F5:AC:F0;84/;lrz
10.202;10.6621;E8:39:35:F5:AC:F2;76/;eduroam
10.202;10.6621;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.202;10.6621;E8:39:35:F5:AC:F5;84/;mwn-events
10.202;10.6621;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.202;10.6621;9C:1C:12:C1:5A:C2;48/;eduroam
10.202;10.6621;9C:1C:12:C1:5A:C3;48/;lrz
10.202;10.6621;E8:39:35:F5:FC:74;58/;eduroam
10.2016;10.1229;58:6D:8F:02:B7:DC;68/;<hidden>
10.2016;10.1229;00:0F:61:54:5F:60;46/;lrz
10.2016;10.1229;00:0F:61:53:E6:B0;76/;lrz
10.2016;10.1229;00:0F:61:53:E6:B2;76/;eduroam
10.2016;10.1229;00:0F:61:53:E6:B3;76/;ap01-3b5
10.2016;10.1229;00:0F:61:53:E6:B4;76/;lsr
10.2016;10.1229;00:0F:61:53:E6:B5;76/;mwn-events
10.2016;10.1229;00:0F:61:54:5F:64;56/;ap02-2b5
10.2016;10.1229;00:03:52:5B:8C:A0;84/;lrz
10.2016;10.1229;00:03:52:5B:8C:A2;92/;eduroam
10.2016;10.1229;00:03:52:5B:8C:A4;88/;ap02-3b5
10.2016;10.1229;00:03:52:5B:8C:A5;88/;mwn-events
10.2016;10.1229;E8:39:35:F5:AC:F0;84/;lrz
10.2016;10.1229;E8:39:35:F5:AC:F2;76/;eduroam
10.2016;10.1229;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.2016;10.1229;E8:39:35:F5:AC:F5;84/;mwn-events
10.2016;10.1229;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.2016;10.1229;9C:1C:12:C1:5A:C2;48/;eduroam
10.2016;10.1229;9C:1C:12:C1:5A:C3;48/;lrz
10.2016;10.1229;E8:39:35:F5:FC:74;58/;eduroam
10.2139;9.57512;58:6D:8F:02:B7:DC;68/;<hidden>
10.2139;9.57512;00:0F:61:54:5F:60;46/;lrz
10.2139;9.57512;00:0F:61:53:E6:B0;76/;lrz
10.2139;9.57512;00:0F:61:53:E6:B2;76/;eduroam
10.2139;9.57512;00:0F:61:53:E6:B3;76/;ap01-3b5
10.2139;9.57512;00:0F:61:53:E6:B4;76/;lsr
10.2139;9.57512;00:0F:61:53:E6:B5;76/;mwn-events
10.2139;9.57512;00:0F:61:54:5F:64;56/;ap02-2b5
10.2139;9.57512;00:03:52:5B:8C:A0;84/;lrz
10.2139;9.57512;00:03:52:5B:8C:A2;92/;eduroam
10.2139;9.57512;00:03:52:5B:8C:A4;88/;ap02-3b5
10.2139;9.57512;00:03:52:5B:8C:A5;88/;mwn-events
10.2139;9.57512;E8:39:35:F5:AC:F0;84/;lrz
10.2139;9.57512;E8:39:35:F5:AC:F2;76/;eduroam
10.2139;9.57512;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.2139;9.57512;E8:39:35:F5:AC:F5;84/;mwn-events
10.2139;9.57512;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.2139;9.57512;9C:1C:12:C1:5A:C2;48/;eduroam
10.2139;9.57512;9C:1C:12:C1:5A:C3;48/;lrz
10.2139;9.57512;E8:39:35:F5:FC:74;58/;eduroam
10.2158;9.01792;58:6D:8F:02:B7:DC;68/;<hidden>
10.2158;9.01792;00:0F:61:54:5F:60;46/;lrz
10.2158;9.01792;00:0F:61:53:E6:B0;76/;lrz
10.2158;9.01792;00:0F:61:53:E6:B2;76/;eduroam
10.2158;9.01792;00:0F:61:53:E6:B3;76/;ap01-3b5
10.2158;9.01792;00:0F:61:53:E6:B4;76/;lsr
10.2158;9.01792;00:0F:61:53:E6:B5;76/;mwn-events
10.2158;9.01792;00:0F:61:54:5F:64;56/;ap02-2b5
10.2158;9.01792;00:03:52:5B:8C:A0;84/;lrz
10.2158;9.01792;00:03:52:5B:8C:A2;92/;eduroam
10.2158;9.01792;00:03:52:5B:8C:A4;88/;ap02-3b5
10.2158;9.01792;00:03:52:5B:8C:A5;88/;mwn-events
10.2158;9.01792;E8:39:35:F5:AC:F0;84/;lrz
10.2158;9.01792;E8:39:35:F5:AC:F2;76/;eduroam
10.2158;9.01792;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.2158;9.01792;E8:39:35:F5:AC:F5;84/;mwn-events
10.2158;9.01792;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.2158;9.01792;9C:1C:12:C1:5A:C2;48/;eduroam
10.2158;9.01792;9C:1C:12:C1:5A:C3;48/;lrz
10.2158;9.01792;E8:39:35:F5:FC:74;58/;eduroam
10.231;8.48365;58:6D:8F:02:B7:DC;68/;<hidden>
10.231;8.48365;00:0F:61:54:5F:60;46/;lrz
10.231;8.48365;00:0F:61:53:E6:B0;76/;lrz
10.231;8.48365;00:0F:61:53:E6:B2;76/;eduroam
10.231;8.48365;00:0F:61:53:E6:B3;76/;ap01-3b5
10.231;8.48365;00:0F:61:53:E6:B4;76/;lsr
10.231;8.48365;00:0F:61:53:E6:B5;76/;mwn-events
10.231;8.48365;00:0F:61:54:5F:64;56/;ap02-2b5
10.231;8.48365;00:03:52:5B:8C:A0;84/;lrz
10.231;8.48365;00:03:52:5B:8C:A2;92/;eduroam
10.231;8.48365;00:03:52:5B:8C:A4;88/;ap02-3b5
10.231;8.48365;00:03:52:5B:8C:A5;88/;mwn-events
10.231;8.48365;E8:39:35:F5:AC:F0;84/;lrz
10.231;8.48365;E8:39:35:F5:AC:F2;76/;eduroam
10.231;8.48365;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.231;8.48365;E8:39:35:F5:AC:F5;84/;mwn-events
10.231;8.48365;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.231;8.48365;9C:1C:12:C1:5A:C2;48/;eduroam
10.231;8.48365;9C:1C:12:C1:5A:C3;48/;lrz
10.231;8.48365;E8:39:35:F5:FC:74;58/;eduroam
10.2616;7.93005;58:6D:8F:02:B7:DC;68/;<hidden>
10.2616;7.93005;00:0F:61:54:5F:60;46/;lrz
10.2616;7.93005;00:0F:61:53:E6:B0;76/;lrz
10.2616;7.93005;00:0F:61:53:E6:B2;76/;eduroam
10.2616;7.93005;00:0F:61:53:E6:B3;76/;ap01-3b5
10.2616;7.93005;00:0F:61:53:E6:B4;76/;lsr
10.2616;7.93005;00:0F:61:53:E6:B5;76/;mwn-events
10.2616;7.93005;00:0F:61:54:5F:64;56/;ap02-2b5
10.2616;7.93005;00:03:52:5B:8C:A0;84/;lrz
10.2616;7.93005;00:03:52:5B:8C:A2;92/;eduroam
10.2616;7.93005;00:03:52:5B:8C:A4;88/;ap02-3b5
10.2616;7.93005;00:03:52:5B:8C:A5;88/;mwn-events
10.2616;7.93005;E8:39:35:F5:AC:F0;84/;lrz
10.2616;7.93005;E8:39:35:F5:AC:F2;76/;eduroam
10.2616;7.93005;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.2616;7.93005;E8:39:35:F5:AC:F5;84/;mwn-events
10.2616;7.93005;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.2616;7.93005;9C:1C:12:C1:5A:C2;48/;eduroam
10.2616;7.93005;9C:1C:12:C1:5A:C3;48/;lrz
10.2616;7.93005;E8:39:35:F5:FC:74;58/;eduroam
10.3585;7.4318;58:6D:8F:02:B7:DC;68/;<hidden>
10.3585;7.4318;00:0F:61:54:5F:60;46/;lrz
10.3585;7.4318;00:0F:61:53:E6:B0;76/;lrz
10.3585;7.4318;00:0F:61:53:E6:B2;76/;eduroam
10.3585;7.4318;00:0F:61:53:E6:B3;76/;ap01-3b5
10.3585;7.4318;00:0F:61:53:E6:B4;76/;lsr
10.3585;7.4318;00:0F:61:53:E6:B5;76/;mwn-events
10.3585;7.4318;00:0F:61:54:5F:64;56/;ap02-2b5
10.3585;7.4318;00:03:52:5B:8C:A0;84/;lrz
10.3585;7.4318;00:03:52:5B:8C:A2;92/;eduroam
10.3585;7.4318;00:03:52:5B:8C:A4;88/;ap02-3b5
10.3585;7.4318;00:03:52:5B:8C:A5;88/;mwn-events
10.3585;7.4318;E8:39:35:F5:AC:F0;84/;lrz
10.3585;7.4318;E8:39:35:F5:AC:F2;76/;eduroam
10.3585;7.4318;E8:39:35:F5:AC:F4;76/;ap04-3b5
10.3585;7.4318;E8:39:35:F5:AC:F5;84/;mwn-events
10.3585;7.4318;9C:1C:12:C1:5A:C0;48/;apa01-4b5
10.3585;7.4318;9C:1C:12:C1:5A:C2;48/;eduroam
10.3585;7.4318;9C:1C:12:C1:5A:C3;48/;lrz
10.3585;7.4318;E8:39:35:F5:FC:74;58/;eduroam
10.5049;6.99613;58:6D:8F:02:B7:DC;68/;<hidden>
10.5049;6.99613;00:0F:61:54:5F:60;46/;lrz
10.5049;6.99613;00:0F:61:53:E6:B0;76/;lrz
10.5049;6.99613;00:0F:61:53:E6:B2;76/;eduroam
10.5049;6.99613;00:0F:61:53:E6:B3;76/;ap01-3b5
10.5049;6.99613;00:0F:61:53:E6:B4;76/;lsr
10.5049;6.99613;00:0F:61:53:E6:B5;76/;mwn-events
10.5049;6.99613;00:0F:61:54:5F:64;56/;ap02-2b5
10.5049;6.99613;00:03:52:5B:8C:A0;84/;lrz
10.5049;6.99613;00:03:52:5B:8C:A2;92/;eduroam
10.5049;6.99613;00:03:52:5B:8C:A4;88/;ap02-3b5
10.5049;6.99613;00:03:52:5B:8C:A5;88/;mwn-events
10.5049;6.99613;E8:39:35:F5:AC:F0;84/;lrz
